NoamW,20,3561,y,0,0,2,0,0,0,0,park,0,none,average,human,none,"Kitbot, was pretty bad at holding rings in the right position so had to spend like 30 seconds wiggling around to get note in the right position",n
Anirudh J,21,9524,y,0,0,0,1,0,0,0,none,0,average,none,both,some,"The robot ran into the other robots, therefore committing a foul. Other than that, 9524 did decent in defense.",n
KeaganF,21,9121,0,1,0,0,0,2,0,park,0,none,poor,ground,none,Very clunky and not good at shooting in amp or speaker. It had a ring stuck in it.,n,n
NoamW,21,9664,0,0,0,2,0,1,0,none,0,none,poor,human,none,"Parts were literally flying off the robot when it got hit. Kept rocking around every time it stopped, but hit a couple cool trick shots.",n,n
JackN,21,9448,y,0,0,0,0,0,2,0,none,0,poor,poor,human,some,"9448 blitz passed everyone in autonomus. Giving them a foul im pretty sure. Also it crashed into pretty much every other bot including allied teams. They did NOT score a single point, missed shots, and some parts were flying everywhere. Negative points...",n
EstherK,21,5052,0,0,0,0,0,1,0,park,0,none,poor,ground,none,"After one attempted shot, the shooter stopped working. The note fell off of the shooter and was stuck on the robot, inhibiting them from picking up another note. Right before endgame, they were able to shake off the note and re-intake it from the ground. However, a few pieces fell off of their robot onto the field. As it tried to shoot into the speaker again, the shooter was noticeably unstable (due to the pieces that had fallen off) and the same shooting malfunction happened again. ",n,n
AT,21,3847,y,0,4,0,6,0,1,0,none,0,excellent,average,ground,none,"Was extremely aggressive and pushy around the field, knocked one robot off the ground and made them bobble back on their wheels, but got no known foul. However, it was incredibly accurate with note shooting mechanisms, both in TELEOP and human control. Did not climb or even park.",n
NoamW,22,4364,0,0,0,0,0,0,0,none,0,poor,poor,none,none,"Broken chain on wheels so it could barely move, it tried to get in the way of other robots but could barely move.",n,n
AJ,22,9140,y,1,0,0,2,0,0,0,none,0,average,excellent,both,none,"Robot did a good job in intaking notes and projecting them well, while being fast yet strudy and precise.",n
JackN,22,9137,0,0,0,0,0,0,0,none,0,none,none,none,none,No robot present,n,n
AT,22,5103,y,0,1,0,0,0,3,0,none,0,poor,poor,human,none,"Was not very effective at all, only made on speaker and kept missing afterwards. It was vulnerable to being bullied by the other robots and driving was extremely clunky and ineffective. It took at least fifteen seconds to even get one note into it, and then due to its slow speed it took thirty seconds to fail and turn back around to try to get another note. Its structure was very sound though.",n
EstherK,22,8019,0,1,0,7,0,2,0,none,0,none,excellent,ground,none,"They priority scoring in the speaker the whole match, so their focus allowed them to score many. The intake and shooter were efficient, and the shooter was pretty loud (not really relevant though). ",n,n
NoamW,23,8749,y,0,0,2,2,0,4,0,none,0,none,excellent,ground,none,"Driver moved around field very well, but dropped notes very often.",n
AJ,23,2789,y,0,0,0,0,0,4,0,none,0,none,none,ground,none,2789 broke down mid round after a piece of its machinery fell off after an interaction with an opposing robot. The robot was immobile after only moving back and forth 2 inches. ,n
